,index,video_id,video_path,duration,begin_frame,end_frame,captions,subject,predicate,object
155,85,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,0,29.88,The man is talking this whole time while the woman gets comfortable on her couch and the woman briefly talks.,woman,get,couch
156,86,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,0,29.88,The man is talking this whole time while the woman gets comfortable on her couch and the woman briefly talks.,woman,talk,briefly
157,87,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,29.88,152.6,"Various clips begin to play and it briefly shows parts of a city, then most of it is of men outdoors and playing soccer on sand in a middle of city, and occasionally blue words pop up on the screen when certain plays in the game are made.",city,is,middle
158,87,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,29.88,152.6,"Various clips begin to play and it briefly shows parts of a city, then most of it is of men outdoors and playing soccer on sand in a middle of city, and occasionally blue words pop up on the screen when certain plays in the game are made.",city,is,city
159,87,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,29.88,152.6,"Various clips begin to play and it briefly shows parts of a city, then most of it is of men outdoors and playing soccer on sand in a middle of city, and occasionally blue words pop up on the screen when certain plays in the game are made.",city,have,soccer
160,87,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,29.88,152.6,"Various clips begin to play and it briefly shows parts of a city, then most of it is of men outdoors and playing soccer on sand in a middle of city, and occasionally blue words pop up on the screen when certain plays in the game are made.",city,have,men
161,87,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,29.88,152.6,"Various clips begin to play and it briefly shows parts of a city, then most of it is of men outdoors and playing soccer on sand in a middle of city, and occasionally blue words pop up on the screen when certain plays in the game are made.",men,play,soccer
162,87,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,29.88,152.6,"Various clips begin to play and it briefly shows parts of a city, then most of it is of men outdoors and playing soccer on sand in a middle of city, and occasionally blue words pop up on the screen when certain plays in the game are made.",men,is,outdoors
163,88,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,29.88,152.6,"Various clips begin to play and it briefly shows parts of a city, then most of it is of men outdoors and playing soccer on sand in a middle of city, and occasionally blue words pop up on the screen when certain plays in the game are made.",words,is,blue
164,88,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,29.88,152.6,"Various clips begin to play and it briefly shows parts of a city, then most of it is of men outdoors and playing soccer on sand in a middle of city, and occasionally blue words pop up on the screen when certain plays in the game are made.",words,on,screen
165,88,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,29.88,152.6,"Various clips begin to play and it briefly shows parts of a city, then most of it is of men outdoors and playing soccer on sand in a middle of city, and occasionally blue words pop up on the screen when certain plays in the game are made.",plays,in,game
166,89,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,152.6,157.32, When the clips end the man and woman on the couch begin talking and she puts her clipboard down.,man,on,couch
167,89,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,152.6,157.32, When the clips end the man and woman on the couch begin talking and she puts her clipboard down.,woman,on,couch
168,89,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,152.6,157.32, When the clips end the man and woman on the couch begin talking and she puts her clipboard down.,man,talk with,woman
169,89,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,152.6,157.32, When the clips end the man and woman on the couch begin talking and she puts her clipboard down.,clips,end,man
170,90,v_XD3yFrJHiv8,https://www.youtube.com/watch?v=XD3yFrJHiv8,157.32,152.6,157.32, When the clips end the man and woman on the couch begin talking and she puts her clipboard down.,woman,put down,clipboard
171,91,v_lZKrd84QElk,https://www.youtube.com/watch?v=lZKrd84QElk,65.83,0.66,18.76,The former president is seen walking in a large field next to a woman and surrounded by a large crowd.,woman,next to,field
172,91,v_lZKrd84QElk,https://www.youtube.com/watch?v=lZKrd84QElk,65.83,0.66,18.76,The former president is seen walking in a large field next to a woman and surrounded by a large crowd.,field,next to,president
173,91,v_lZKrd84QElk,https://www.youtube.com/watch?v=lZKrd84QElk,65.83,0.66,18.76,The former president is seen walking in a large field next to a woman and surrounded by a large crowd.,president,is,former
174,92,v_lZKrd84QElk,https://www.youtube.com/watch?v=lZKrd84QElk,65.83,0.66,18.76,The former president is seen walking in a large field next to a woman and surrounded by a large crowd.,crowd,is,large
175,92,v_lZKrd84QElk,https://www.youtube.com/watch?v=lZKrd84QElk,65.83,0.66,18.76,The former president is seen walking in a large field next to a woman and surrounded by a large crowd.,crowd,surround,president
176,93,v_lZKrd84QElk,https://www.youtube.com/watch?v=lZKrd84QElk,65.83,16.79,56.93, The man gives a speech while people cheering and he shakes hands with others.,people,cheer,man
177,93,v_lZKrd84QElk,https://www.youtube.com/watch?v=lZKrd84QElk,65.83,16.79,56.93, The man gives a speech while people cheering and he shakes hands with others.,man,give,speech
178,94,v_lZKrd84QElk,https://www.youtube.com/watch?v=lZKrd84QElk,65.83,16.79,56.93, The man gives a speech while people cheering and he shakes hands with others.,man,shake,hands
179,94,v_lZKrd84QElk,https://www.youtube.com/watch?v=lZKrd84QElk,65.83,16.79,56.93, The man gives a speech while people cheering and he shakes hands with others.,man,with,others
180,95,v_lZKrd84QElk,https://www.youtube.com/watch?v=lZKrd84QElk,65.83,45.75,65.16, The man then shares a beer with other people around him.,man,share,beer
181,95,v_lZKrd84QElk,https://www.youtube.com/watch?v=lZKrd84QElk,65.83,45.75,65.16, The man then shares a beer with other people around him.,people,around,man
182,96,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,0,15.32,"Four kids are outside in the beach playing in the sand,two boys on the left and two girls on the right.",kids,is,4
183,96,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,0,15.32,"Four kids are outside in the beach playing in the sand,two boys on the left and two girls on the right.",kids,play in,sand
184,96,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,0,15.32,"Four kids are outside in the beach playing in the sand,two boys on the left and two girls on the right.",kids,play in,beach
185,97,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,0,15.32,"Four kids are outside in the beach playing in the sand,two boys on the left and two girls on the right.",boys,is,2
186,97,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,0,15.32,"Four kids are outside in the beach playing in the sand,two boys on the left and two girls on the right.",boys,on,left
187,97,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,0,15.32,"Four kids are outside in the beach playing in the sand,two boys on the left and two girls on the right.",girls,is,2
188,97,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,0,15.32,"Four kids are outside in the beach playing in the sand,two boys on the left and two girls on the right.",girls,on,right
189,98,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,15.93,34.27,The girls have about six sand castles and a large circle surrounding it filled with water.,sand castles,is,6
190,98,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,15.93,34.27,The girls have about six sand castles and a large circle surrounding it filled with water.,girls,have,sand castles
191,99,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,15.93,34.27,The girls have about six sand castles and a large circle surrounding it filled with water.,circle,is,large
192,99,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,15.93,34.27,The girls have about six sand castles and a large circle surrounding it filled with water.,circle,surround,sand castle
193,99,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,15.93,34.27,The girls have about six sand castles and a large circle surrounding it filled with water.,circle,fill with,water
194,100,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,34.56,49.59,They then take off running to the beach to grab more water as the boy comes and looks at their work.,people,take off,run
195,100,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,34.56,49.59,They then take off running to the beach to grab more water as the boy comes and looks at their work.,people,grab,water
196,100,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,34.56,49.59,They then take off running to the beach to grab more water as the boy comes and looks at their work.,people,run to,beach
197,101,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,34.56,49.59,They then take off running to the beach to grab more water as the boy comes and looks at their work.,boy,look at,work
198,102,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,49,60.11,"Once they are done,both of the girls take off running to the water but then stop midway to come back and get their floats.",girls,is,running
199,102,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,49,60.11,"Once they are done,both of the girls take off running to the water but then stop midway to come back and get their floats.",girls,take off,water
200,103,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,49,60.11,"Once they are done,both of the girls take off running to the water but then stop midway to come back and get their floats.",girls,stop,midway
201,103,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,49,60.11,"Once they are done,both of the girls take off running to the water but then stop midway to come back and get their floats.",girls,come back,midway
202,103,v_6lYTHj9vImo,https://www.youtube.com/watch?v=6lYTHj9vImo,60.11,49,60.11,"Once they are done,both of the girls take off running to the water but then stop midway to come back and get their floats.",girls,get,floats
203,104,v_E3QtX6r9QX0,https://www.youtube.com/watch?v=E3QtX6r9QX0,103.37,0,36.18,A large pile of leaves are seen being blown around with shots of a blower being shown.,leaves,is,large
204,104,v_E3QtX6r9QX0,https://www.youtube.com/watch?v=E3QtX6r9QX0,103.37,0,36.18,A large pile of leaves are seen being blown around with shots of a blower being shown.,leaves,is,piled
205,104,v_E3QtX6r9QX0,https://www.youtube.com/watch?v=E3QtX6r9QX0,103.37,0,36.18,A large pile of leaves are seen being blown around with shots of a blower being shown.,leaves,is,blown
206,105,v_E3QtX6r9QX0,https://www.youtube.com/watch?v=E3QtX6r9QX0,103.37,0,36.18,A large pile of leaves are seen being blown around with shots of a blower being shown.,shots,show,blower
207,106,v_E3QtX6r9QX0,https://www.youtube.com/watch?v=E3QtX6r9QX0,103.37,19.12,103.37, the leaves continue to be shown blowing around as well as a machine sitting off in the distance.,leaves,blow around,leaves
208,107,v_E3QtX6r9QX0,https://www.youtube.com/watch?v=E3QtX6r9QX0,103.37,19.12,103.37, the leaves continue to be shown blowing around as well as a machine sitting off in the distance.,machine,sit in,distance
209,108,v_iYxj8a1TPYk,https://www.youtube.com/watch?v=iYxj8a1TPYk,157.41,0,84.2,A basketball player is seen dribbling a ball in various shots for the camera and leads into the player making baskets over and over again.,basketball player,dribble,ball
210,109,v_iYxj8a1TPYk,https://www.youtube.com/watch?v=iYxj8a1TPYk,157.41,0,84.2,A basketball player is seen dribbling a ball in various shots for the camera and leads into the player making baskets over and over again.,player,make,baskets
211,111,v_iYxj8a1TPYk,https://www.youtube.com/watch?v=iYxj8a1TPYk,157.41,83.43,157.41, The man is then seen speaking to the camera and transitions into him scoring several more baskets.,man,score,baskets
212,112,v_cp52LdlmlUk,https://www.youtube.com/watch?v=cp52LdlmlUk,129.96,0,129.96,People are standing in a room working out.,people,stand in,room
213,112,v_cp52LdlmlUk,https://www.youtube.com/watch?v=cp52LdlmlUk,129.96,0,129.96,People are standing in a room working out.,people,work out in,room
214,113,v_cp52LdlmlUk,https://www.youtube.com/watch?v=cp52LdlmlUk,129.96,5.19,129.96, They are stepping up and down on small stepping stools.,stools,is,small
215,113,v_cp52LdlmlUk,https://www.youtube.com/watch?v=cp52LdlmlUk,129.96,5.19,129.96, They are stepping up and down on small stepping stools.,people,step on,stools
216,115,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,0,32.79,A black and white video is being played of people playing lacrosse on a field.,video,is,black and white
217,115,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,0,32.79,A black and white video is being played of people playing lacrosse on a field.,video,play,people
218,115,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,0,32.79,A black and white video is being played of people playing lacrosse on a field.,video,on,field
219,116,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,38.27,83.11, It then turns back to color and splits into multiple frames and speeds.,color,turn back to,it
220,117,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,38.27,83.11, It then turns back to color and splits into multiple frames and speeds.,frames,is,multiple
221,117,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,38.27,83.11, It then turns back to color and splits into multiple frames and speeds.,frames,is,2
222,117,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,38.27,83.11, It then turns back to color and splits into multiple frames and speeds.,frames,is,3
223,117,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,38.27,83.11, It then turns back to color and splits into multiple frames and speeds.,frames,is,5
224,117,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,38.27,83.11, It then turns back to color and splits into multiple frames and speeds.,frames,is,6
225,117,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,38.27,83.11, It then turns back to color and splits into multiple frames and speeds.,frames,is,7
226,117,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,38.27,83.11, It then turns back to color and splits into multiple frames and speeds.,frames,is,8
227,117,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,38.27,83.11, It then turns back to color and splits into multiple frames and speeds.,frames,is,9
228,117,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,38.27,83.11, It then turns back to color and splits into multiple frames and speeds.,frames,is,10
229,118,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,88.56,218.69," The video includes numerous clips of players in lacrosse games, hitting the ball toward opposing goals.",players,hit,goals
230,118,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,88.56,218.69," The video includes numerous clips of players in lacrosse games, hitting the ball toward opposing goals.",goals,is,opposing
231,118,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,88.56,218.69," The video includes numerous clips of players in lacrosse games, hitting the ball toward opposing goals.",players,in,games
232,118,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,88.56,218.69," The video includes numerous clips of players in lacrosse games, hitting the ball toward opposing goals.",video,include,players
233,118,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,218.69,88.56,218.69," The video includes numerous clips of players in lacrosse games, hitting the ball toward opposing goals.",video,is,lacrosse
234,119,v_RgzbNJPchqc,https://www.youtube.com/watch?v=RgzbNJPchqc,69.23,0,69.23,A man is playing the bagpipes in front of people.,man,play,bagpipes
