,video_id,video_path,begin_frame,end_frame,captions,subject,predicate,object
29113,v_9WmsYbZl1pw,https://www.youtube.com/watch?v=9WmsYbZl1pw,29.65,45.07, The man then places the meat into a large pot and pours liquids onto it until it's fully covered and begins to season it with various seasonings and at the same time the names of the seasonings appear on the screen as each seasonings fall.,liquids,pour onto,meat
78993,v_2cUJTeArPsI,https://www.youtube.com/watch?v=2cUJTeArPsI,0.0,14.54,little kid is hanging from a pole in a playground.,kid,in,playground
16343,v_r1x3hjFWGYM,https://www.youtube.com/watch?v=r1x3hjFWGYM,61.89,114.19, The person holds their eye open and inserts the contact lens.,person,insert,contact lens
34695,v_gc04Okw4DTs,https://www.youtube.com/watch?v=gc04Okw4DTs,113.26,170.32, The ocean is completed in the final scene.,ocean,in,scene
11730,v_F2yh5HfIj2c,https://www.youtube.com/watch?v=F2yh5HfIj2c,37.34,126.8, The man enters the swimming pool and proceeds to place a cover on the drain while under water in the scuba gear.,man,enter,swimming pool
15139,v_1LrEiYVd3qg,https://www.youtube.com/watch?v=1LrEiYVd3qg,105.09,177.28, A boy is seen walking around with a tennis racket and points to the ground while the man is still sitting in front of the fire.,boy,point to,ground
72055,v_weB3srg6o4c,https://www.youtube.com/watch?v=weB3srg6o4c,0.0,48.05,man is sitting in a handwash and another man enters in the bathrrom and start a conversation.,man,sit in,handwash
68476,v_k_gAGeXhmHo,https://www.youtube.com/watch?v=k_gAGeXhmHo,141.28,161.08, He shakes up a bottle and takes a drink before choking.,man,drink,bottle
53185,v_c2VcfB3YTBo,https://www.youtube.com/watch?v=c2VcfB3YTBo,39.07,136.37, A man enters and the lady and  man perform a fancy dance as the kids watch.,man,is,fancy
30435,v_lfuNoeRYWz4,https://www.youtube.com/watch?v=lfuNoeRYWz4,32.02,87.66, She reaches for a towel and then turns the faucet one with one hand.,hand,is,one
76494,v_VkRjs03YEjE,https://www.youtube.com/watch?v=VkRjs03YEjE,50.42,64.49, A bunch of players and spectators run the court toward the melee.,players,run towards,melee
17429,v_4XavNhCs-Do,https://www.youtube.com/watch?v=4XavNhCs-Do,40.24,106.64, They are seated at a very high altitude in the mountains.,altitude,is,mountains
6745,v_HtuDZLsOK6M,https://www.youtube.com/watch?v=HtuDZLsOK6M,30.85,83.1," More shots of people riding a boat are shown, seagulls flying, and people playing music.",seagulls,fly,people
4233,v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,0.0,2.95,"A white intro screen appears with a red,white and black art swirl on the left side red and black words on the right that say England Squash&Racketball and the website in black at the bottom.",website,is,black
65407,v_ufxyjYMKe7c,https://www.youtube.com/watch?v=ufxyjYMKe7c,38.96,60.96,"  The two boys mock fight with the toy candy, which is shaped like a hand with retractable fingers, and the camera speeds up when they do this.",boys,mock fight with,candy
40128,v_izSjI7hH1-Y,https://www.youtube.com/watch?v=izSjI7hH1-Y,26.32,55.74,The person who is piercing her septum continues to hold it and grabs the needle with the other hand.,person,pierce,septum
64258,v_63Zt34YuyRk,https://www.youtube.com/watch?v=63Zt34YuyRk,115.03,153.93, The representative from the company is talking about the services they offer and how those dogs participate in dog shows.,company,have,dogs
78796,v_7lwrP2ma2TU,https://www.youtube.com/watch?v=7lwrP2ma2TU,17.89,93.5," A man holds an arch and shoots arrows, while men sit on the road sorts arrows.",man,sort,arrows
35653,v_-vPshfXc1fc,https://www.youtube.com/watch?v=-vPshfXc1fc,12.44,19.95, A green light appears out of no where.,light,is,green
58522,v_b5SYTLjp6HI,https://www.youtube.com/watch?v=b5SYTLjp6HI,121.49,149.07, The man lifts the weight two tines and removes his weight lifting belt.,man,remove,belt
474,v_RULNhPrXnfA,https://www.youtube.com/watch?v=RULNhPrXnfA,45.95,151.91, He is then shown playing another harmonica as he gives instruction on it.,man,play,harmonica
12753,v_mnMmGnnbvSk,https://www.youtube.com/watch?v=mnMmGnnbvSk,14.37,23.7,  A group of adult students sit in a classroom style room and look to the front of the class as if attending a class and listening intensely.,students,is,listening
79605,v_yCAsVc5Tb_0,https://www.youtube.com/watch?v=yCAsVc5Tb_0,23.64,26.09, The men lift the women who spin into their arms.,men,lift,women
4824,v_cCISvaObBxI,https://www.youtube.com/watch?v=cCISvaObBxI,92.27,110.73," Two teams play soccer, and the player with the yellow uniform scores.",player,score,
48968,v_aFVthcfDK9Q,https://www.youtube.com/watch?v=aFVthcfDK9Q,8.81,24.38, A man wearing white shirt clean his face while looking a mirror.,man,clean,face
14399,v_ybFvomdhW2Y,https://www.youtube.com/watch?v=ybFvomdhW2Y,160.2,183.09, She then eats while she continues to ride.,woman,eat,while
42027,v_gee7iCW34_E,https://www.youtube.com/watch?v=gee7iCW34_E,15.11,27.9, A match is lit and a young man holds up another lit match along with sticks then blows it out.,match,with,match
71607,v_cAGABdvv5u8,https://www.youtube.com/watch?v=cAGABdvv5u8,7.68,219.29, a lot of scenes of people surfing on big waves on the sea and a city is in the background.,scenes,on,sea
43250,v_KBxE7NIOkf8,https://www.youtube.com/watch?v=KBxE7NIOkf8,33.29,67.25, A patron runs and jumps from the platform wearing a budgie cord and he bounces on it as he reaches the bottom.,person,run from,platform
62514,v_OqLrsVv44MY,https://www.youtube.com/watch?v=OqLrsVv44MY,0.0,38.27,A woman smiling at the camera is shown scraping off her car with a scraper.,woman,have,car
6790,v_esQnfUcBbPE,https://www.youtube.com/watch?v=esQnfUcBbPE,37.97,81.28,A man with a green and white umbrella taunts a black bull on a rope while onlookers also taunt the bull from the side on a wall.,man,with,umbrella
56005,v_k25ECDpOD0E,https://www.youtube.com/watch?v=k25ECDpOD0E,173.02,178.51," When the person finish to brush, she kiss the dog.",person,kiss,dog
55757,v_h9LI_6eBzw4,https://www.youtube.com/watch?v=h9LI_6eBzw4,79.28,182.52,  The winners celebrate and both men's and women's are shown.,winners,is,womens
66096,v_NdFbQ0l3R9k,https://www.youtube.com/watch?v=NdFbQ0l3R9k,58.24,88.91,"She then retreats back to the camera,says a few brief words and waves bye.",woman,wave bye,
64966,v_fRmHJKlQmmw,https://www.youtube.com/watch?v=fRmHJKlQmmw,12.19,13.74, He jumps off the beam onto a mat.,mat,under,man
75988,v_pFh-8ICMTFY,https://www.youtube.com/watch?v=pFh-8ICMTFY,15.67,40.44, The woman walks on aerobic machine in the gym without the handles.,machine,is,aerobic
47719,v_S4ppfXBp5o0,https://www.youtube.com/watch?v=S4ppfXBp5o0,49.77,82.01, Then he goes and wipes off his sweat with a towel and lifts the weight bar again and drops it.,weight bar,drop,ground
27149,v_o1DCCTev0CQ,https://www.youtube.com/watch?v=o1DCCTev0CQ,173.15,215.09, He uses broad sweeps to completely cover the wall.,sweeps,cover,wall
69322,v_xww6n1FoJIM,https://www.youtube.com/watch?v=xww6n1FoJIM,120.88,154.97, They show the practice and the players and then they go back to the news anchors who continue to talk a little bit more about it.,players,show,practice
73916,v__ajGnJjNUX0,https://www.youtube.com/watch?v=_ajGnJjNUX0,93.19,121.02, Final photos are shown of the new hardwood floors in the guest room.,floors,show,photos
47131,v_K0XdsHfUpco,https://www.youtube.com/watch?v=K0XdsHfUpco,146.8,147.54, A guy steps out of a line and charges at the camera.,guy,charge at,camera
55684,v_uxRBnIWE79s,https://www.youtube.com/watch?v=uxRBnIWE79s,7.97,54.86," A fencing match between two women begin and the wording on the screen say's their names are Michelle Li & Cindy Gao, and they are shown fighting from various different angles doing many fencing moves.",michelle li,is,shown
52884,v_xg0OCQW8t2s,https://www.youtube.com/watch?v=xg0OCQW8t2s,12.75,67.13, It is turned on and starts going in circles around the rope mowing the lawn.,mower,is,turned on
57794,v_aEAmMKa8iuM,https://www.youtube.com/watch?v=aEAmMKa8iuM,0.0,40.61,An indoor BMX bike race happens.,bike race,is,indoor
8103,v_5c1zqvr3yKM,https://www.youtube.com/watch?v=5c1zqvr3yKM,7.63,59.84, She starts clipping the cats nails with a tool.,cat,is,10
37324,v_n9MONPwq7x0,https://www.youtube.com/watch?v=n9MONPwq7x0,95.43,163.6, Then the person in white begins taking about more about the tennis serve and how to play effectively.,person,play,tennis
55024,v_s07U8_fkUWU,https://www.youtube.com/watch?v=s07U8_fkUWU,6.38,141.69, referees are standing on sides of the court holding flags and watching the game no stairs.,referees,hold,flags
38123,v_fGA7nlbGmHU,https://www.youtube.com/watch?v=fGA7nlbGmHU,9.33,61.18, He starts playing the drums in front of him.,drums,in front of,man
70732,v_BLSycXOF3Ro,https://www.youtube.com/watch?v=BLSycXOF3Ro,61.72,130.8," Then, a person gives a hula to the girl who spins simultaneously the two hula rings.",person,spin,hula rings
31059,v_2_tzemKY72E,https://www.youtube.com/watch?v=2_tzemKY72E,68.77,72.89," She flips and turns on the beam, changing between two beams.",woman,flip,beam
52246,v_P5Sg_kACPRM,https://www.youtube.com/watch?v=P5Sg_kACPRM,4.22,5.78, A man in the grass in the background runs with the men for a moment.,man,in,grass
22642,v_fmdG9uPnWHQ,https://www.youtube.com/watch?v=fmdG9uPnWHQ,69.68,89.99, woman is talking while in the bottom a blonde woman is combing a white puddle.,woman,comb,puddle
78863,v_IytPbGtfo14,https://www.youtube.com/watch?v=IytPbGtfo14,51.22,68.83, The lady pours other stuff in and shakes it.,stuff,is,other
18053,v_OkEqcSlWMJg,https://www.youtube.com/watch?v=OkEqcSlWMJg,181.39,211.27, More shots are shown of kids swimming and leads into a girl grabbing objects under water and swimming with another.,objects,under,water
15467,v_CQweu0ZYNHU,https://www.youtube.com/watch?v=CQweu0ZYNHU,3.38,6.75, The two men on the end strike the one in the middle below the belt and he falls to the ground in pain.,men,on,middle
2030,v_21krmbuT21s,https://www.youtube.com/watch?v=21krmbuT21s,8.71,49.06," The man in red mounts and begins to spin, performing several tricks.",man,is,spinning
9117,v_Jd3D2d-RwL0,https://www.youtube.com/watch?v=Jd3D2d-RwL0,60.13,89.91, The man turns off the machine and looks around the front while pointing to the top of the machine.,man,look around,front
46410,v_krqxyYFHzBI,https://www.youtube.com/watch?v=krqxyYFHzBI,28.66,33.76, They knock a man onto the ground.,man,knock onto,ground
39021,v_vH9gqDUaBQ0,https://www.youtube.com/watch?v=vH9gqDUaBQ0,118.6,164.54," Then, the old man sits for awhile, and then continues sailing and stops when he talks.",man,sit for,while
76399,v_-od9zDziq9U,https://www.youtube.com/watch?v=-od9zDziq9U,75.63,121.55, She does a split and some poses all around.,poses,around,around
4513,v_hmT9H0IjiGs,https://www.youtube.com/watch?v=hmT9H0IjiGs,85.14,106.7, He then juices the oranges and lemon on the juicer.,lemons,on,juicer
60378,v_XwW5p80hYCg,https://www.youtube.com/watch?v=XwW5p80hYCg,0.0,10.37,A logo and the words Master Lube TV show up on a black screen.,logo,is,tv show
14830,v_lSX_yj2ohls,https://www.youtube.com/watch?v=lSX_yj2ohls,174.59,237.54, One of the dudes flick off the camera and everyone continues to play bee pong and be wild enjoying their time.,people,play,bee pong
18383,v_X3hQtXddMd4,https://www.youtube.com/watch?v=X3hQtXddMd4,5.68,221.44, A person wake boards on a lake while being towed.,person,wake on,lake
24335,v_j7rvKBvvvRg,https://www.youtube.com/watch?v=j7rvKBvvvRg,6.55,40.14," A man is on front a sink talking and wash a dish, then he puts it on the counter.",man,on front of,sink
35734,v_gRqvh21b8Hw,https://www.youtube.com/watch?v=gRqvh21b8Hw,105.53,156.34, From very high above they record their view from the top to the water and the swim once they're in.,view,is,recorded
26925,v_uXX2lSVAXq8,https://www.youtube.com/watch?v=uXX2lSVAXq8,106.51,162.61,  He cleans it and then she gets up.,man,clean,it
10543,v_c3SJUucMqJQ,https://www.youtube.com/watch?v=c3SJUucMqJQ,130.01,157.48, The person pets the belly of the cat.,person,pet,cat
532,v_HxJnPUqF9i8,https://www.youtube.com/watch?v=HxJnPUqF9i8,38.13,54.47, A man practices his throwing stance walking and doing half throws holding a javeline.,man,hold,javeline
24805,v_U2u9JboK97A,https://www.youtube.com/watch?v=U2u9JboK97A,3.52,29.94, We see a man playing basketball.,man,play,basketball
43609,v_i-G50GikqTg,https://www.youtube.com/watch?v=i-G50GikqTg,54.5,78.5, He drums faster as he looks away and then stops to adjust a few drums.,man,look away,man
55363,v_A1k7CSI7aRs,https://www.youtube.com/watch?v=A1k7CSI7aRs,4.39,8.09," Outside, a male back flips on a trampoline and lands on his face.",back,land on,face
35757,v_06ofnvq2Hjs,https://www.youtube.com/watch?v=06ofnvq2Hjs,56.98,64.1, We see a skater named Shaun Gregoirie.,skates,is,10
42554,v_MVVhOW7t3u0,https://www.youtube.com/watch?v=MVVhOW7t3u0,4.71,7.32, A female participant prepares to run.,participant,is,female
47976,v_fZ729TTJq8g,https://www.youtube.com/watch?v=fZ729TTJq8g,47.16,57.09, We see the riders names and countries.,names,on,riders
73032,v_U_qCCwgS0OM,https://www.youtube.com/watch?v=U_qCCwgS0OM,0.0,34.49,Intro leads into A man mopping up dirt on a floor and showing the tools afterwards.,man,moop up,dirt
61683,v_cJcr6kWylI8,https://www.youtube.com/watch?v=cJcr6kWylI8,0.0,29.83,A barefoot man is touching up a piece of wood furniture with a brush.,man,touch with,brush
60357,v_4o4Vh49v-q4,https://www.youtube.com/watch?v=4o4Vh49v-q4,80.42,85.78, She holds the mouth wash in her mouth for a long time and then spits it out in the sink.,mouth,hold,mouth wash
69854,v_Z_1Zoc6lINU,https://www.youtube.com/watch?v=Z_1Zoc6lINU,169.54,193.76, The lady then adds shoes wax to the shoe and wipes it off.,wax,to,shoe
73312,v_V4BNtCtuSQQ,https://www.youtube.com/watch?v=V4BNtCtuSQQ,0.0,34.88,A guy in the backyard is mowing the lawn on a hot and sunny day while a lady records and narrates.,lawn,is,sunny
73578,v_XnrQRuchl7E,https://www.youtube.com/watch?v=XnrQRuchl7E,16.93,45.89, No one else is in there with her and she looks very serious about what she's doing.,woman,look,serious
53310,v_Y-UOZRZ01hI,https://www.youtube.com/watch?v=Y-UOZRZ01hI,0.63,10.34,A page with a video structured to look similar to Youtube is shown.,video,is,similar to
39119,v_OZpxc1X8Bsc,https://www.youtube.com/watch?v=OZpxc1X8Bsc,0.36,70.67,"A man wearing only black shorts, sandals and a gear belt, climbs a rock using a rope in a natural environment filled with trees and foliage.",trees,in,environment
76574,v_dZSjgAYlpS0,https://www.youtube.com/watch?v=dZSjgAYlpS0,53.07,62.07," The man stops the drill for the last time,lets it go and cleans the peeler once more with both hands as he throws the contents into the sink and.",man,let go,drill
22025,v_Z_lah8-xYx8,https://www.youtube.com/watch?v=Z_lah8-xYx8,3.84,7.4, They are playing a sweeping game.,game,is,sweeping
27271,v_0wwx4wnHv-U,https://www.youtube.com/watch?v=0wwx4wnHv-U,6.19,8.56, The man then hits the ball over the net and bounces back on the other side.,man,bounce on,side
75020,v_U-N92yQynQA,https://www.youtube.com/watch?v=U-N92yQynQA,23.56,35.83, There are several spectators watching the match as the doubles partners hit the shuttlecock with their rackets.,partners,hit,shuttlecock
33169,v_Po6tK3rYE8E,https://www.youtube.com/watch?v=Po6tK3rYE8E,0.0,18.18,"A man rolls out a sheet of wallpaper from a tube, then a large photo.",wallpaper,is,sheet
74003,v_cNvTm72aGcM,https://www.youtube.com/watch?v=cNvTm72aGcM,0.0,17.57,A woman is on stage in front of a band.,woman,in front of,band
65110,v_5R3h6lxne90,https://www.youtube.com/watch?v=5R3h6lxne90,168.99,181.84, Another news anchor also talks about the same lenses and how it has become a dangerous trend among teenagers.,news anchor,talk about,lenses
55675,v_hShYj_OGFtc,https://www.youtube.com/watch?v=hShYj_OGFtc,124.71,190.9, He rubs the paper along the wall and ends by looking up to the camera.,man,rub,paper
77577,v_JMJp9kFudNA,https://www.youtube.com/watch?v=JMJp9kFudNA,109.72,156.75, He's shown in several more locations from various camera angles performing more and more tricks with the dog.,tricks,with,dog
21962,v_Gba1MksaNBQ,https://www.youtube.com/watch?v=Gba1MksaNBQ,90.69,192.96," The boxers stand by the pool table, trying to snap at the balls as they are shot with the cues.",boxers,with,cues
5,v_QOlSCBRmfWY,https://www.youtube.com/watch?v=QOlSCBRmfWY,56.26,79.42, She continues dancing around the room and ends by laying on the floor.,woman,dance around,room
18592,v_tYZJ4O5Hsz4,https://www.youtube.com/watch?v=tYZJ4O5Hsz4,110.2,157.42," The, the girl plays more fast the drums.",drums,is,fast
